gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
usp45	22	61	12	7	829.95	1659.9	92	1
usp46	4	27	1	1	357.39000000000004	714.7800000000001	92	1
usp47	23	105	11	21	1349.3700000000001	2698.7400000000002	92	1
usp48	15	83	3	16	1045.44	2090.88	92	1
usp49	11	75	4	9	674.19	1348.38	92	1
usp5	7	48	5	8	841.5	1683	92	1
usp53b	38	71	18	16	1027.6200000000001	2055.2400000000002	92	1
usp54a	63	90	39	29	1609.74	3219.48	92	1
usp54b	66	75	34	26	1232.55	2465.1	92	1
usp7	2	59	9	11	1102.2	2204.4	92	1
usp8	24	66	8	11	1071.18	2142.36	92	1
usp9	8	141	16	37	2607.6600000000003	5215.320000000001	92	1
uspl1	100	68	16	18	1179.0900000000001	2358.1800000000003	92	1
usta	13	30	0	5	401.94	803.88	92	1
utp11	24	12	4	3	252.45000000000002	504.90000000000003	92	1
utp15	21	43	8	16	523.71	1047.42	92	1
utp18	36	21	7	9	516.78	1033.56	92	1
utp20	165	212	59	58	2790.81	5581.62	92	1
utp23	8	15	5	2	251.46	502.92	92	1
utp25	28	56	13	15	746.46	1492.92	92	1
utp3	28	23	11	9	499.95000000000005	999.9000000000001	92	1
utp4	34	67	7	9	677.1600000000001	1354.3200000000002	92	1
utp6	28	30	9	9	590.0400000000001	1180.0800000000002	92	1
utrn	105	195	29	55	3568.29	7136.58	92	1
uts1	1	4	6	5	141.57	283.14	92	1
uts2r2	5	20	4	5	313.83000000000004	627.6600000000001	92	1
uvrag	36	55	13	10	743.49	1486.98	92	1
uvssa	45	44	9	14	717.09	1434.18	92	1
uxs1	0	29	3	10	415.8	831.6	92	1
uxt	2	12	5	4	162.36	324.72	92	1
vac14	19	83	4	8	771.21	1542.42	92	1
valopa	9	38	6	6	381.15000000000003	762.3000000000001	92	1
vamp2	0	5	0	0	108.9	217.8	92	1
vamp3	3	3	1	1	101.97	203.94	92	1
vamp4	0	4	4	3	152.46	304.92	92	1
vamp8	1	1	5	2	120.78	241.56	92	1
vapal	7	13	0	5	243.54000000000002	487.08000000000004	92	1
vars1	32	105	10	20	1262.25	2524.5	92	1
vars2	30	52	16	15	1063.26	2126.52	92	1
vash1	3	13	5	2	332.64000000000004	665.2800000000001	92	1
vash2	5	10	12	7	367.29	734.58	92	1
vasnb	50	67	6	7	678.15	1356.3	92	1
vaspb	7	15	12	10	460.35	920.7	92	1
vat1	4	30	4	6	477.18	954.36	92	1
vat1l	8	28	1	3	409.86	819.72	92	1
vav2	9	54	4	5	872.19	1744.38	92	1
vax1	2	10	1	1	244.53	489.06	92	1
vax2	5	16	2	3	304.92	609.84	92	1
vbp1	0	1	3	1	194.04000000000002	388.08000000000004	92	1
vcam1b	58	41	21	10	815.76	1631.52	92	1
vcpip1	36	55	13	8	1153.3500000000001	2306.7000000000003	92	1
vcpkmt	18	18	6	5	245.52	491.04	92	1
vdac1	2	15	3	4	281.16	562.32	92	1
vdac2	3	23	1	2	281.16	562.32	92	1
vdac3	21	36	3	4	321.75	643.5	92	1
ved	4	6	10	5	266.31	532.62	92	1
vegfab	1	1	0	1	300.3	600.6	92	1
vegfba	4	13	3	4	256.41	512.82	92	1
vegfc	11	16	4	6	419.76000000000005	839.5200000000001	92	1
vegfd	18	33	4	5	316.14000000000004	632.2800000000001	92	1
veph1	25	54	9	10	825.6600000000001	1651.3200000000002	92	1
vezt	28	63	13	8	836.5500000000001	1673.1000000000001	92	1
vgf	66	56	11	12	709.83	1419.66	92	1
vgll1	6	9	11	2	191.07000000000002	382.14000000000004	92	1
vgll2a	9	21	5	5	284.13	568.26	92	1
vgll2b	8	15	5	0	301.95	603.9	92	1
vgll3	21	19	7	7	394.68	789.36	92	1
vgll4b	9	24	5	5	338.91	677.82	92	1
vgll4l	25	29	4	1	338.58000000000004	677.1600000000001	92	1
vhl	7	9	0	1	163.35	326.7	92	1
vill	27	56	11	9	880.11	1760.22	92	1
vimr2	23	13	7	0	380.16	760.32	92	1
vipas39	21	24	5	4	512.82	1025.64	92	1
vipr1b	7	24	5	7	435.6	871.2	92	1
vipr2	12	18	11	6	489.39000000000004	978.7800000000001	92	1
virma	25	165	10	21	1810.71	3621.42	92	1
vit	18	54	24	18	801.9000000000001	1603.8000000000002	92	1
vkorc1	4	11	7	9	162.36	324.72	92	1
vkorc1l1	3	14	0	1	185.13	370.26	92	1
vldlr	16	45	2	12	856.35	1712.7	92	1
vma21	0	7	3	2	139.59	279.18	92	1
vmo1b	2	3	4	3	212.85000000000002	425.70000000000005	92	1
vmp1	4	25	5	3	399.96000000000004	799.9200000000001	92	1
vopp1	4	12	4	2	176.22	352.44	92	1
vps11	24	82	4	9	914.76	1829.52	92	1
vps13a	124	256	37	47	3264.03	6528.06	92	1
vps13c	129	182	49	52	3721.4100000000003	7442.820000000001	92	1
vps13d	104	380	36	67	4326.3	8652.6	92	1
vps16	17	61	3	13	826.6500000000001	1653.3000000000002	92	1
vps18	17	77	5	15	975.1500000000001	1950.3000000000002	92	1
vps25	4	13	1	3	173.25	346.5	92	1
vps26a	2	24	0	2	324.72	649.44	92	1
vps26c	3	19	1	1	295.02000000000004	590.0400000000001	92	1
vps28	0	7	0	2	221.76000000000002	443.52000000000004	92	1
vps29	0	6	1	1	185.13	370.26	92	1
vps33a	5	45	6	9	594.99	1189.98	92	1
vps33b	10	25	12	7	610.83	1221.66	92	1
vps35	1	67	4	11	791.01	1582.02	92	1
vps35l	12	63	17	23	959.3100000000001	1918.6200000000001	92	1
vps36	3	15	1	6	379.17	758.34	92	1
vps37a	7	26	4	3	388.08000000000004	776.1600000000001	92	1
vps37ba	18	20	4	6	284.13	568.26	92	1
vps37c	8	24	7	8	355.41	710.82	92	1
vps37d	13	16	7	6	302.94	605.88	92	1
vps39	18	45	9	16	867.24	1734.48	92	1
vps41	12	59	5	12	844.47	1688.94	92	1
vps45	2	29	4	4	563.3100000000001	1126.6200000000001	92	1
vps4a	1	28	7	8	434.61	869.22	92	1
vps4b	7	37	2	4	511.83000000000004	1023.6600000000001	92	1
vps50	11	44	5	10	982.08	1964.16	92	1
vps51	19	78	8	16	826.6500000000001	1653.3000000000002	92	1
vps52	11	16	10	3	667.9200000000001	1335.8400000000001	92	1
vps53	6	61	9	12	822.69	1645.38	92	1
vps54	12	32	29	13	968.22	1936.44	92	1
vps72a	4	29	1	1	367.29	734.58	92	1
vps8	29	64	12	22	1396.89	2793.78	92	1
vps9d1	16	39	9	10	672.21	1344.42	92	1
vrk1	13	27	9	9	433.29	866.58	92	1
vrk3	34	31	8	9	529.65	1059.3	92	1
vrtn	42	68	8	9	684.09	1368.18	92	1
vsig10	42	26	11	6	535.59	1071.18	92	1
vsig10l	53	40	22	17	694.98	1389.96	92	1
vsig8b	19	32	3	6	365.31	730.62	92	1
vsir	26	17	5	2	317.79	635.58	92	1
vsnl1a	0	5	1	3	190.08	380.16	92	1
vsnl1b	0	5	0	3	190.08	380.16	92	1
vstm2a	9	14	4	1	234.63000000000002	469.26000000000005	92	1
vstm2b	28	16	4	4	349.47	698.94	92	1
vstm2l	7	8	8	6	203.94	407.88	92	1
vstm4a	37	31	7	4	347.49	694.98	92	1
vstm4b	14	18	3	3	320.76	641.52	92	1
vsx1	16	23	4	2	362.34000000000003	724.6800000000001	92	1
vsx2	12	25	4	2	367.29	734.58	92	1
vta1	7	20	9	2	311.85	623.7	92	1
vtcn1	18	12	9	4	271.26	542.52	92	1
vtg3	66	112	19	20	1225.6200000000001	2451.2400000000002	92	1
vti1a	4	10	2	2	224.07000000000002	448.14000000000004	92	1
vti1b	12	21	4	1	225.72	451.44	92	1
vtna	50	50	8	9	565.2900000000001	1130.5800000000002	92	1
vtnb	42	41	7	12	443.52000000000004	887.0400000000001	92	1
vwa1	30	46	4	8	509.85	1019.7	92	1
vwa10.2	96	42	33	15	960.3000000000001	1920.6000000000001	92	1
vwa11	47	30	32	23	930.6	1861.2	92	1
vwa2	55	71	19	19	781.11	1562.22	92	1
vwa5b1	36	111	6	12	1278.0900000000001	2556.1800000000003	92	1
vwa5b2	42	109	14	14	1424.6100000000001	2849.2200000000003	92	1
vwa7	43	65	15	18	981.09	1962.18	92	1
vwa8	29	90	46	33	1881.99	3763.98	92	1
vwc2	15	18	6	5	299.97	599.94	92	1
vwc2l	4	14	3	2	263.34000000000003	526.6800000000001	92	1
vwf	142	226	39	29	2814.57	5629.14	92	1
waca	16	35	12	6	540.5400000000001	1081.0800000000002	92	1
waif2	20	30	6	2	348.48	696.96	92	1
wapla	21	74	9	22	1153.3500000000001	2306.7000000000003	92	1
waplb	27	63	13	19	1214.73	2429.46	92	1
wars2	24	12	6	9	362.34000000000003	724.6800000000001	92	1
wasb	25	36	15	11	532.62	1065.24	92	1
wasf1	4	23	5	12	580.14	1160.28	92	1
wasf2	6	20	12	17	484.11	968.22	92	1
wasf3a	11	33	11	15	454.41	908.82	92	1
wasf3b	8	30	10	8	485.1	970.2	92	1
wash1	8	42	7	14	468.27000000000004	936.5400000000001	92	1
washc2c	106	109	45	21	1437.48	2874.96	92	1
washc3	2	12	2	3	221.76000000000002	443.52000000000004	92	1
washc4	19	84	7	13	1155.3300000000002	2310.6600000000003	92	1
washc5	9	68	7	15	1148.4	2296.8	92	1
wasla	12	19	13	18	503.91	1007.82	92	1
waslb	19	18	18	24	509.85	1019.7	92	1
wbp1	15	14	11	6	296.01	592.02	92	1
wbp1lb	24	35	19	10	421.74	843.48	92	1
wbp2	5	14	1	2	261.36	522.72	92	1
wbp2nl	7	24	7	6	277.2	554.4	92	1
wbp4	10	14	12	7	418.77000000000004	837.5400000000001	92	1
wdfy1	2	13	2	6	406.89000000000004	813.7800000000001	92	1
wdfy2	8	15	5	4	420.75	841.5	92	1
wdfy3	35	157	38	44	3542.2200000000003	7084.4400000000005	92	1
wdfy4	181	225	42	49	3229.38	6458.76	92	1
wdhd1	32	38	29	13	1105.8300000000002	2211.6600000000003	92	1
wdr1	11	57	4	6	600.9300000000001	1201.8600000000001	92	1
wdr11	4	79	16	18	1231.56	2463.12	92	1
wdr12	9	31	1	3	419.76000000000005	839.5200000000001	92	1
wdr13	1	26	6	8	478.17	956.34	92	1
wdr17	22	74	6	9	1265.22	2530.44	92	1
wdr18	6	46	7	11	424.71000000000004	849.4200000000001	92	1
wdr19	43	98	13	21	1336.5	2673	92	1
wdr20a	7	61	3	6	601.9200000000001	1203.8400000000001	92	1
wdr20b	7	34	2	11	655.38	1310.76	92	1
wdr21	13	47	5	4	523.71	1047.42	92	1
wdr24	17	95	3	11	782.1	1564.2	92	1
wdr25	44	43	6	5	544.83	1089.66	92	1
wdr26b	2	27	4	10	603.9	1207.8	92	1
wdr27	36	37	31	19	813.7800000000001	1627.5600000000002	92	1
wdr3	24	36	12	12	927.63	1855.26	92	1
wdr31	3	24	13	9	352.44	704.88	92	1
wdr32	1	27	4	8	520.74	1041.48	92	1
wdr33	15	69	16	18	1045.44	2090.88	92	1
wdr35	31	99	11	12	1172.16	2344.32	92	1
wdr36	14	37	11	9	878.13	1756.26	92	1
wdr4	24	30	3	3	405.90000000000003	811.8000000000001	92	1
wdr41	12	19	8	5	446.49	892.98	92	1
wdr43	24	47	12	10	642.51	1285.02	92	1
wdr44	26	71	25	17	890.01	1780.02	92	1
wdr45	2	8	5	2	384.12	768.24	92	1
wdr45b	3	26	0	6	341.55	683.1	92	1
wdr46	14	29	9	11	584.1	1168.2	92	1
wdr47a	7	68	3	12	903.87	1807.74	92	1
wdr5	0	17	6	6	330.66	661.32	92	1
wdr53	19	46	2	4	372.24	744.48	92	1
wdr54	5	16	1	3	333.63	667.26	92	1
wdr55	20	21	15	10	407.88	815.76	92	1
wdr59	13	54	8	11	969.21	1938.42	92	1
wdr6	93	107	52	23	1369.17	2738.34	92	1
wdr61	1	14	1	4	302.94	605.88	92	1
wdr62	21	51	19	20	1366.8600000000001	2733.7200000000003	92	1
wdr73	23	21	5	4	369.27000000000004	738.5400000000001	92	1
wdr74	18	14	14	6	373.23	746.46	92	1
wdr75	37	47	13	15	826.6500000000001	1653.3000000000002	92	1
wdr76	48	19	12	5	521.73	1043.46	92	1
wdr77	24	30	1	1	334.62	669.24	92	1
wdr81	89	169	23	38	2059.2000000000003	4118.4000000000005	92	1
wdr82	0	17	0	3	313.5	627	92	1
wdr83	2	13	4	5	311.85	623.7	92	1
wdr83os	0	2	5	3	105.93	211.86	92	1
wdr89	33	15	23	3	378.18	756.36	92	1
wdr90	110	109	22	17	1825.5600000000002	3651.1200000000003	92	1
wdr91	19	68	15	14	746.46	1492.92	92	1
wdr92	11	24	2	4	355.41	710.82	92	1
wdr93	44	16	7	10	609.84	1219.68	92	1
wdr95	75	68	12	6	916.74	1833.48	92	1
wdr97	145	126	50	25	1304.8200000000002	2609.6400000000003	92	1
wdsub1	19	27	5	7	476.19	952.38	92	1
wdtc1	10	72	6	11	669.24	1338.48	92	1
wdyhv1	1	4	5	2	205.92000000000002	411.84000000000003	92	1
wee1	28	67	10	9	633.6	1267.2	92	1
wee2	23	44	11	6	574.2	1148.4	92	1
wfdc1	9	14	4	2	214.83	429.66	92	1
wfdc2	22	16	23	8	469.26000000000005	938.5200000000001	92	1
wfikkn1	21	56	2	6	587.07	1174.14	92	1
wfs1a	44	82	7	16	1068.21	2136.42	92	1
wfs1b	42	74	9	18	961.2900000000001	1922.5800000000002	92	1
whrna	30	61	16	27	994.95	1989.9	92	1
wipf1b	11	8	21	19	514.8000000000001	1029.6000000000001	92	1
wipf2a	15	23	24	20	469.26000000000005	938.5200000000001	92	1
wipf3	6	6	23	14	470.25	940.5	92	1
wipi1	8	22	1	1	460.35	920.7	92	1
wipi2	4	25	2	2	422.73	845.46	92	1
wls	2	25	8	13	541.53	1083.06	92	1
wnk1a	101	151	23	27	1942.38	3884.76	92	1
wnk1b	71	143	73	52	2798.4	5596.8	92	1
wnk2	107	222	35	38	2037.42	4074.84	92	1
wnk4a	46	55	26	26	1490.94	2981.88	92	1
wnt1	0	5	0	2	367.29	734.58	92	1
wnt10a	3	35	11	10	443.52000000000004	887.0400000000001	92	1
wnt11	2	30	1	7	354.42	708.84	92	1
wnt16	7	20	5	6	350.46000000000004	700.9200000000001	92	1
wnt2	12	14	5	2	350.13	700.26	92	1
wnt3	6	16	4	2	354.09000000000003	708.1800000000001	92	1
wnt3a	10	34	3	6	349.47	698.94	92	1
wnt4	3	23	0	1	349.47	698.94	92	1
wnt4b	0	22	2	4	355.41	710.82	92	1
wnt5a	5	30	0	1	375.21000000000004	750.4200000000001	92	1
wnt5b	3	28	5	6	388.08000000000004	776.1600000000001	92	1
wnt6b	3	31	4	4	352.44	704.88	92	1
wnt7aa	2	25	1	0	346.5	693	92	1
wnt7bb	6	25	1	2	373.89000000000004	747.7800000000001	92	1
wnt8b	3	38	3	4	357.39000000000004	714.7800000000001	92	1
wnt9a	11	29	5	18	380.16	760.32	92	1
wnt9b	3	21	6	3	353.43	706.86	92	1
wrap53	20	31	7	9	543.51	1087.02	92	1
wrap73	5	29	5	6	443.52000000000004	887.0400000000001	92	1
wrnip1	38	36	13	12	588.0600000000001	1176.1200000000001	92	1
wsb1	19	32	7	3	445.17	890.34	92	1
wsb2	11	35	6	8	413.82	827.64	92	1
wscd1b	24	42	3	6	570.24	1140.48	92	1
wscd2	22	50	3	8	561.33	1122.66	92	1
wt1a	8	36	5	5	414.81	829.62	92	1
wt1b	4	32	2	4	423.72	847.44	92	1
wu:fa11c10	22	40	7	12	464.31	928.62	92	1
wu:fa19b12	23	19	2	5	183.15	366.3	92	1
wu:fb13g09	74	94	16	16	1379.0700000000002	2758.1400000000003	92	1
wu:fb55g09	12	13	2	2	218.79000000000002	437.58000000000004	92	1
wu:fb95e10	78	106	31	25	1336.5	2673	92	1
wu:fc17b08	154	174	31	34	1746.3600000000001	3492.7200000000003	92	1
wu:fc21g02	22	29	12	6	434.61	869.22	92	1
wu:fc46h12	8	10	6	1	161.37	322.74	92	1
wu:fe05a04	23	57	6	10	694.98	1389.96	92	1
wu:fi75a02	36	35	11	4	597.96	1195.92	92	1
wu:fj16a03	5	7	1	0	77.22	154.44	92	1
wu:fj39g12	6	16	3	1	130.68	261.36	92	1
wu:fl23c11	41	34	14	5	703.89	1407.78	92	1
wwc1	46	51	18	21	1146.42	2292.84	92	1
wwc3	13	29	43	24	1134.54	2269.08	92	1
wwox	10	28	6	7	463.32000000000005	926.6400000000001	92	1
wwp2	8	36	11	4	915.75	1831.5	92	1
xab2	8	83	4	8	838.5300000000001	1677.0600000000002	92	1
xaf1	11	9	5	5	256.41	512.82	92	1
xbp1	2	12	2	1	258.39	516.78	92	1
xcr1a.1	33	36	7	9	330.66	661.32	92	1
xdh	88	121	25	19	1351.3500000000001	2702.7000000000003	92	1
xirp1	162	165	60	27	2991.78	5983.56	92	1
xirp2a	201	292	40	42	3413.52	6827.04	92	1
xirp2b	202	326	74	62	3214.53	6429.06	92	1
xk	8	36	3	9	473.22	946.44	92	1
xkr4	9	56	12	5	610.83	1221.66	92	1
xkr5a	16	49	5	16	643.5	1287	92	1
xkr5b	22	50	8	12	755.37	1510.74	92	1
xkr6b	5	27	1	6	570.24	1140.48	92	1
xkr7	21	55	6	8	603.9	1207.8	92	1
xkr9	8	8	12	4	390.06	780.12	92	1
xkrx	15	28	5	7	485.1	970.2	92	1
xpa	9	17	2	4	272.25	544.5	92	1
xpc	15	35	14	14	915.75	1831.5	92	1
xpnpep1	17	55	3	10	623.7	1247.4	92	1
xpnpep2	29	43	11	5	675.1800000000001	1350.3600000000001	92	1
xpnpep3	24	47	7	5	508.86	1017.72	92	1
xpo1a	4	32	7	10	1056.3300000000002	2112.6600000000003	92	1
xpo1b	2	61	9	9	1089	2178	92	1
xpo4	16	51	10	11	1160.6100000000001	2321.2200000000003	92	1
xpo6	10	102	7	12	1140.48	2280.96	92	1
xpo7	3	53	5	12	1084.05	2168.1	92	1
xpot	11	40	17	14	962.2800000000001	1924.5600000000002	92	1
xpr1a	16	47	7	9	686.07	1372.14	92	1
xrcc1	24	32	6	3	605.88	1211.76	92	1
xrcc2	13	14	3	5	295.02000000000004	590.0400000000001	92	1
xrcc3	14	31	13	15	353.43	706.86	92	1
xrcc5	42	46	10	8	765.27	1530.54	92	1
xrcc6	13	30	14	14	615.78	1231.56	92	1
xrn1	42	117	14	20	1685.97	3371.94	92	1
xrn2	12	48	10	23	964.26	1928.52	92	1
xrra1	52	26	23	13	546.48	1092.96	92	1
xxylt1	14	35	4	3	401.94	803.88	92	1
xylb	8	16	2	2	600.9300000000001	1201.8600000000001	92	1
xylt2	34	58	7	13	886.0500000000001	1772.1000000000001	92	1
yaf2	0	7	3	1	184.14000000000001	368.28000000000003	92	1
yap1	8	25	8	6	426.69	853.38	92	1
yars1	22	38	7	8	527.6700000000001	1055.3400000000001	92	1
yars2	25	40	11	6	464.31	928.62	92	1
ybey	3	15	3	4	167.31	334.62	92	1
ybx1	5	18	2	6	311.85	623.7	92	1
ydjc	16	22	4	9	310.86	621.72	92	1
yeats2	56	103	15	13	1413.72	2827.44	92	1
yeats4	1	20	2	4	224.73000000000002	449.46000000000004	92	1
yes1	2	34	9	5	542.52	1085.04	92	1
yif1a	0	16	2	4	303.93	607.86	92	1
yif1b	15	25	3	4	303.93	607.86	92	1
yipf1	15	21	3	6	299.97	599.94	92	1
yipf2	3	7	2	3	300.96000000000004	601.9200000000001	92	1
yipf3	7	25	1	2	336.6	673.2	92	1
yipf4	4	17	1	1	235.62	471.24	92	1
yipf5	1	32	0	1	252.45000000000002	504.90000000000003	92	1
yipf6	7	8	0	1	227.70000000000002	455.40000000000003	92	1
yjefn3	2	23	6	8	247.5	495	92	1
yju2	5	22	3	4	336.6	673.2	92	1
ykt6	3	17	2	1	197.01000000000002	394.02000000000004	92	1
ylpm1	102	132	31	35	2010.69	4021.38	92	1
yme1l1a	13	62	2	11	719.73	1439.46	92	1
yme1l1b	15	46	9	14	712.8000000000001	1425.6000000000001	92	1
yod1	9	26	7	1	299.97	599.94	92	1
ypel3	1	2	0	0	118.80000000000001	237.60000000000002	92	1
yrdc	14	22	9	11	263.34000000000003	526.6800000000001	92	1
yrk	13	24	3	7	582.12	1164.24	92	1
ythdc1	17	56	7	4	694.32	1388.64	92	1
ythdf1	12	56	8	10	604.89	1209.78	92	1
ythdf2	12	39	3	5	628.65	1257.3	92	1
ythdf3	5	48	25	11	617.76	1235.52	92	1
ywhae1	1	10	2	4	254.43	508.86	92	1
ywhag1	0	15	4	2	245.52	491.04	92	1
ywhag2	1	8	1	2	245.52	491.04	92	1
yy1a	0	26	0	4	347.49	694.98	92	1
yy1b	2	15	4	3	394.02000000000004	788.0400000000001	92	1
zak	23	48	7	12	843.48	1686.96	92	1
zanl	82	122	25	32	2688.51	5377.02	92	1
zar1	21	15	7	5	325.71000000000004	651.4200000000001	92	1
zar1l	23	17	1	2	289.08000000000004	578.1600000000001	92	1
zbbx	69	31	24	14	1047.42	2094.84	92	1
zbed4	53	117	13	18	1256.3100000000002	2512.6200000000003	92	1
zbtb1	25	46	9	9	641.52	1283.04	92	1
zbtb10	23	56	8	15	734.58	1469.16	92	1
zbtb11	64	59	27	20	1136.52	2273.04	92	1
zbtb14	3	27	14	5	429.66	859.32	92	1
zbtb16a	6	50	2	12	663.3000000000001	1326.6000000000001	92	1
zbtb16b	19	45	4	12	637.5600000000001	1275.1200000000001	92	1
zbtb17	46	63	17	9	904.86	1809.72	92	1
zbtb18	14	33	7	5	585.4200000000001	1170.8400000000001	92	1
zbtb20	15	46	2	7	664.2900000000001	1328.5800000000002	92	1
zbtb21	58	86	10	13	1008.8100000000001	2017.6200000000001	92	1
zbtb22a	16	34	23	21	726.6600000000001	1453.3200000000002	92	1
zbtb22b	23	23	19	18	771.21	1542.42	92	1
zbtb24	45	44	12	11	678.15	1356.3	92	1
zbtb25	12	27	12	10	445.5	891	92	1
zbtb26	26	50	7	10	448.47	896.94	92	1
zbtb2b	16	33	4	4	525.69	1051.38	92	1
zbtb3	54	48	8	9	603.9	1207.8	92	1
zbtb32	20	29	14	7	482.13	964.26	92	1
zbtb33	18	64	9	15	653.4	1306.8	92	1
zbtb34	18	40	3	9	519.75	1039.5	92	1
zbtb37	14	35	7	6	516.78	1033.56	92	1
zbtb38	72	79	13	30	1207.8	2415.6	92	1
zbtb4	92	179	25	34	1831.5	3663	92	1
zbtb40	24	54	8	13	870.21	1740.42	92	1
zbtb41	51	70	20	16	900.9000000000001	1801.8000000000002	92	1
zbtb42	19	32	9	7	539.5500000000001	1079.1000000000001	92	1
zbtb44	19	29	10	4	662.3100000000001	1324.6200000000001	92	1
zbtb45	8	30	7	17	667.26	1334.52	92	1
zbtb46	19	50	4	6	665.2800000000001	1330.5600000000002	92	1
zbtb47b	33	31	17	5	732.6	1465.2	92	1
zbtb48	38	52	8	8	732.6	1465.2	92	1
zbtb49	34	68	12	9	786.0600000000001	1572.1200000000001	92	1
zbtb7a	9	33	9	8	631.62	1263.24	92	1
zbtb7b	29	32	16	16	599.94	1199.88	92	1
zbtb8a	3	24	10	9	545.1600000000001	1090.3200000000002	92	1
zbtb8b	29	48	10	8	513.8100000000001	1027.6200000000001	92	1
zbtb8os	2	18	6	4	179.52	359.04	92	1
zc2hc1a	11	20	14	4	297.99	595.98	92	1
zc3h10	9	49	10	16	548.46	1096.92	92	1
zc3h11a	28	41	17	20	871.2	1742.4	92	1
zc3h12b	23	56	6	6	846.45	1692.9	92	1
zc3h13	60	124	27	50	1845.3600000000001	3690.7200000000003	92	1
zc3h14	32	59	8	14	687.0600000000001	1374.1200000000001	92	1
zc3h15	3	22	14	9	425.70000000000005	851.4000000000001	92	1
zc3h18	47	65	22	24	1162.26	2324.52	92	1
zc3h3	77	74	10	10	908.82	1817.64	92	1
zc3h4	32	84	33	40	1441.1100000000001	2882.2200000000003	92	1
zc3h7a	16	56	11	17	981.09	1962.18	92	1
zc3h7bb	13	56	7	6	908.82	1817.64	92	1
zc3hc1	32	36	13	14	496.98	993.96	92	1
zc4h2	7	19	0	2	254.76000000000002	509.52000000000004	92	1
zcchc10	1	9	1	1	163.35	326.7	92	1
zcchc14	60	56	27	22	1108.8	2217.6	92	1
zcchc17	8	22	2	6	247.5	495	92	1
zcchc24	2	17	1	1	261.03000000000003	522.0600000000001	92	1
zcchc4	21	26	10	8	485.1	970.2	92	1
zcchc7	24	21	16	8	622.71	1245.42	92	1
zcchc8	48	48	10	13	837.5400000000001	1675.0800000000002	92	1
zcchc9	7	15	6	3	288.09000000000003	576.1800000000001	92	1
zcrb1	6	13	2	4	220.77	441.54	92	1
zdbf2	56	25	13	8	720.72	1441.44	92	1
zdhhc1	16	32	11	7	548.46	1096.92	92	1
zdhhc11	21	22	7	7	400.95000000000005	801.9000000000001	92	1
zdhhc12a	10	22	1	1	259.38	518.76	92	1
zdhhc12b	7	20	4	3	268.29	536.58	92	1
zdhhc13	30	40	13	6	618.75	1237.5	92	1
zdhhc14	15	26	6	8	506.88	1013.76	92	1
zdhhc15b	4	19	3	3	332.64000000000004	665.2800000000001	92	1
zdhhc16a	16	42	6	9	421.74	843.48	92	1
zdhhc16b	13	28	14	10	366.3	732.6	92	1
zdhhc17	8	32	1	10	616.77	1233.54	92	1
zdhhc18a	23	33	10	7	466.29	932.58	92	1
zdhhc18b	11	27	5	4	464.31	928.62	92	1
zdhhc2	15	18	1	3	374.22	748.44	92	1
zdhhc20a	7	24	5	5	348.48	696.96	92	1
zdhhc21	1	12	2	1	263.34000000000003	526.6800000000001	92	1
zdhhc22	6	27	5	6	275.22	550.44	92	1
zdhhc23b	28	32	8	6	449.13	898.26	92	1
zdhhc24	9	17	5	7	289.08000000000004	578.1600000000001	92	1
zdhhc3a	14	16	5	7	406.23	812.46	92	1
zdhhc3b	11	18	7	6	343.53000000000003	687.0600000000001	92	1
zdhhc4	10	11	4	1	341.55	683.1	92	1
zdhhc5b	25	37	10	5	728.97	1457.94	92	1
zdhhc6	4	27	1	5	408.87	817.74	92	1
zdhhc7	9	12	1	3	321.75	643.5	92	1
zdhhc8a	28	72	23	13	793.98	1587.96	92	1
zdhhc8b	19	35	13	3	750.4200000000001	1500.8400000000001	92	1
zdhhc9	9	26	7	9	449.46000000000004	898.9200000000001	92	1
zeb1b	55	80	20	20	1124.64	2249.28	92	1
zeb2a	70	75	20	17	1169.19	2338.38	92	1
zeb2b	41	98	18	13	1219.68	2439.36	92	1
zer1	19	48	1	6	777.1500000000001	1554.3000000000002	92	1
zfand1	10	10	5	1	270.27000000000004	540.5400000000001	92	1
zfand2a	5	20	2	4	288.09000000000003	576.1800000000001	92	1
zfand3	8	16	0	3	246.51000000000002	493.02000000000004	92	1
zfand4	28	47	16	7	716.76	1433.52	92	1
zfand5a	5	9	0	1	217.8	435.6	92	1
zfhx2	77	141	25	41	1583.01	3166.02	92	1
zfhx3	87	209	21	42	3856.05	7712.1	92	1
zfhx4	58	250	33	51	3731.3100000000004	7462.620000000001	92	1
zfp36l1a	7	26	6	9	374.22	748.44	92	1
zfp36l2	14	31	4	4	426.69	853.38	92	1
zfp64	49	53	12	11	655.38	1310.76	92	1
zfpl1	17	22	0	1	326.7	653.4	92	1
zfpm1	74	113	13	17	1280.0700000000002	2560.1400000000003	92	1
zfpm2a	13	68	13	18	1165.23	2330.46	92	1
zfr	12	44	7	21	1088.01	2176.02	92	1
zfr2	26	77	16	19	1025.64	2051.28	92	1
zfyve1	15	65	10	18	762.3000000000001	1524.6000000000001	92	1
zfyve16	60	70	22	22	1352.3400000000001	2704.6800000000003	92	1
zfyve19	23	31	2	5	427.02000000000004	854.0400000000001	92	1
zfyve21	10	11	4	7	303.6	607.2	92	1
zfyve26	121	176	34	40	2556.1800000000003	5112.360000000001	92	1
